Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Distance,Volume,StorageCondition,Openness,Weight,TotalWeight
Aruba,2024-04-29,Vaccine,702,1,Panama,1500,15720.0,1500.0,166.7,1685,1,1102.975,47.02391993916666,"Between +2° C and + 8° C, must not be frozen",2.8,0.0084375,12.65625
Aruba,2024-04-29,Vaccine,501,1,China,100,1099.0,2490.0,166.7,1685,1,14155.35,83.68824927248669,"Between +2° C and + 8° C, must not be frozen",2.8,0.0120486114999999,1.20486114999999
Aruba,2024-04-29,Immunoglobulin,602,1,"Korea, Republic of",25,485.0,1163.47,166.7,1685,1,14183.6,83.68824927248669,"Between +2° C and + 8° C, must not be frozen",2.8,0.0119681064599999,0.2992026614999975
Colombia,2024-04-29,Vaccine,960,10,"Korea, Republic of",15600,44460.0,1485.77,166.7,1685,10,14817.3,807.9490171023805,"Between +2° C and + 8° C, must not be frozen",1.8,0.0289313436433333,45.13289608359995
Honduras,2024-04-29,Vaccine,6003,1,Belgium,105000,262500.0,34200.0,166.7,1685,1,8916.339,136.53424018761925,"Between +2° C and + 8° C, must not be frozen",3.8,0.0222668808199999,2338.0224860999897
Honduras,2024-04-29,Vaccine,6003,1,Belgium,105000,262500.0,33360.0,166.7,1685,1,8916.339,136.53424018761925,"Between +2° C and + 8° C, must not be frozen",3.8,0.0222668808199999,2338.0224860999897
Suriname,2024-04-29,Vaccine,2101,1,United States of America,150,1350.0,43.961813,166.7,1685,1,4309.072,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",1.1,0.0210607004099999,3.159105061499985
Aruba,2024-04-30,Immunoglobulin,101,1,Denmark,80,1380.0,1403.0,166.7,1685,1,8408.59,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",2.8,0.0120486114999999,0.963888919999992
Aruba,2024-04-30,Vaccine,7601,95,France,1120,15568.0,1484.0,166.7,1685,1,7685.884,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.8,0.009766667,10.93866704
Aruba,2024-04-30,Vaccine,7701,95,France,1500,26955.0,1943.0,166.7,1685,1,7685.884,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.8,0.009766667,14.6500005
Colombia,2024-04-30,Vaccine,601,10,United States of America,3000,1080.0,683.0,166.7,1685,10,4021.171,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",1.8,0.0275833329999999,8.27499989999997
Ecuador,2024-04-30,Vaccine,101,12,United States of America,259000,47008.5,6233.0,166.7,1685,20,4584.073,724.3072782039814,Should be -20° C or below,1.4,0.023916667,309.72083765
Ecuador,2024-04-30,Vaccine,7120,10,India,283200,53524.8,12700.0,166.7,1685,10,15952.83,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",1.4,0.0270855504133334,767.0627877056019
Ecuador,2024-04-30,Immunoglobulin,2102,95,Panama,520,17160.0,754.0,166.7,1685,1,1028.092,48.474400000000024,"Between +2° C and + 8° C, must not be frozen",1.4,0.009766667,5.07866684
Ecuador,2024-04-30,Vaccine,602,1,United States of America,148350,81592.5,27776.0,166.7,1685,1,4584.073,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.4,0.017583333,2608.48745055
El Salvador,2024-04-30,Vaccine,951,10,"Korea, Republic of",950000,4227500.0,66827.31,166.7,1685,10,13198.76,98.53788030230152,"Between +2° C and + 8° C, must not be frozen",3.5,0.0275833329999999,2620.4166349999905
Suriname,2024-04-30,Vaccine,7101,1,France,1500,15300.0,318.32,166.7,1685,1,7196.987,134.58874955476205,"Between +2° C and + 8° C, must not be frozen",1.1,0.0209999999999999,31.49999999999985
Aruba,2024-05-02,Vaccine,1810,1,"Korea, Republic of",60,594.0,1339.54,165.5,1815,1,14183.6,96.5736033747354,"Between +2° C and + 8° C, must not be frozen",2.8,0.0210607004099999,1.263642024599994
Ecuador,2024-05-02,Vaccine,2101,1,United States of America,13000,117000.0,4259.0,165.5,1815,1,4584.073,141.41485239250022,"Between +2° C and + 8° C, must not be frozen",1.4,0.020103557472,261.346247136
Guatemala,2024-05-02,Syringe,5001,0,Finland,27000,12609.0,24626.0,165.5,1815,1,9943.465,134.58416542777795,"Between +2° C and + 8° C, must not be frozen",3.3,0.02041084418,551.0927928599999
Panama,2024-05-02,Immunoglobulin,1801,2,Israel,195,107250.0,2102.0,165.5,1815,2,11703.09,135.2395344048811,"Between +2° C and + 8° C, must not be frozen",2.5,0.0210607004099999,2.0534182899749904
Panama,2024-05-02,Vaccine,2101,95,France,2190,21900.0,2183.0,165.5,1815,1,8671.104,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.5,0.009766667,21.38900073
Panama,2024-05-02,Immunoglobulin,1601,1,"Korea, Republic of",204,2652.0,796.93,165.5,1815,1,14173.68,96.5736033747354,"Between +2° C and + 8° C, must not be frozen",2.5,0.0211227110099999,4.309033046039979
Bolivia,2024-05-03,Vaccine,8101,1,United States of America,73400,220200.0,25307.0,165.5,1815,1,6400.357,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",2.0,0.0260416670000001,1911.4583578000077
Colombia,2024-05-03,Vaccine,501,1,United States of America,16700,234468.0,9800.0,165.5,1815,1,4021.171,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.8,0.01621474732,270.786280244
Panama,2024-05-03,Immunoglobulin,101,1,Denmark,1340,23115.0,2545.0,165.5,1815,1,9325.499,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",2.5,0.0124712629599999,16.711492366399867
Colombia,2024-05-06,Vaccine,7101,1,France,1465,14943.0,251.0,165.5,1815,1,8707.677,134.58874955476205,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209999999999999,30.76499999999985
Ecuador,2024-05-06,Immunoglobulin,1601,1,"Korea, Republic of",2047,26611.0,1830.26,165.5,1815,1,15129.37,96.65216210489412,"Between +2° C and + 8° C, must not be frozen",1.4,0.0201958140966666,41.34083145587653
Ecuador,2024-05-06,Syringe,5001,0,Sweden,90000,34267.38,10037.43,165.5,1815,1,10412.41,134.58416542777795,"Between +2° C and + 8° C, must not be frozen",1.4,0.0203292999,1829.636991
El Salvador,2024-05-06,Vaccine,702,1,Panama,200000,2096000.0,20700.0,165.5,1815,1,1178.055,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",3.5,0.0084375,1687.5
El Salvador,2024-05-06,Vaccine,702,1,Panama,200000,2096000.0,20700.0,165.5,1815,1,1178.055,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",3.5,0.0084375,1687.5
Guatemala,2024-05-06,Vaccine,702,1,Panama,31510,330224.8,2835.9,165.5,1815,1,1356.189,47.02391993916666,"Between +2° C and + 8° C, must not be frozen",3.3,0.0084375,265.865625
Panama,2024-05-06,Vaccine,8101,1,United States of America,100000,300000.0,27179.0,165.5,1815,1,3580.789,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",2.5,0.0260416670000001,2604.16670000001
Peru,2024-05-06,Immunoglobulin,102,1,France,5000,199000.0,1398.3,165.5,1815,1,10268.11,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.2,0.0128989459849999,64.4947299249995
Peru,2024-05-06,Immunoglobulin,102,1,France,5000,199000.0,1398.3,165.5,1815,1,10268.11,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.2,0.0128989459849999,64.4947299249995
Ecuador,2024-05-07,Syringe,4,2,United Arab Emirates,252000,9576.0,1996.691068,165.5,1815,2,14293.43,89.109547428902,"Between +2° C and + 8° C, must not be frozen",1.4,0.017055018675,2148.93235305
Ecuador,2024-05-07,Syringe,1,2,United Arab Emirates,1797000,86256.0,14238.30893,165.5,1815,2,14293.43,89.27583314318773,"Between +2° C and + 8° C, must not be frozen",1.4,0.01642607305,14758.826635425
Honduras,2024-05-07,Vaccine,1404,10,United States of America,42500,8500.0,2600.0,165.5,1815,10,3234.232,186.73685624999996,"Between +2° C and + 8° C, must not be frozen",3.8,0.0342079576500001,145.38382001250042
Panama,2024-05-07,Vaccine,501,1,United States of America,100000,1404000.0,30150.0,165.5,1815,1,3580.789,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.5,0.0174357404266667,1743.57404266667
Turks and Caicos,2024-05-07,Immunoglobulin,101,1,Denmark,110,1897.5,2700.0,165.5,1815,1,7670.921,128.26174768027786,"Between +2° C and + 8° C, must not be frozen",3.3,0.01450401522,1.5954416742
Colombia,2024-05-08,Vaccine,1801,1,United States of America,20540,379579.2,7075.0,165.5,1815,1,4021.171,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",1.8,0.0218211772199999,448.20698009879794
Ecuador,2024-05-08,Vaccine,702,1,Panama,158400,1660032.0,35480.0,165.5,1815,1,1028.092,46.834319939166654,"Between +2° C and + 8° C, must not be frozen",1.4,0.0084375,1336.5
Ecuador,2024-05-08,Vaccine,702,1,Panama,158400,1660032.0,35480.0,165.5,1815,1,1028.092,46.834319939166654,"Between +2° C and + 8° C, must not be frozen",1.4,0.0084375,1336.5
Ecuador,2024-05-08,Syringe,107,0,Germany,1212000,52116.0,7999.2,165.5,1815,1,9724.277,128.26174768027786,"Between +2° C and + 8° C, must not be frozen",1.4,0.01642607305,19908.4005366
Peru,2024-05-09,Vaccine,9005,5,Switzerland,145200,1887600.0,19900.0,165.5,1815,5,10585.31,136.57174690500014,"Between +2° C and + 8° C, can also be frozen",3.2,0.0302083329999999,877.2499903199971
Trinidad and Tobago,2024-05-09,Vaccine,7120,10,India,30000,5670.0,3251.028806,165.5,1815,10,13808.25,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",3.4,0.0280211808900001,84.0635426700003
Aruba,2024-05-10,Vaccine,1201,1,Panama,150,1416.0,1000.0,165.5,1815,1,1102.975,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",2.8,0.0204111109999998,3.06166664999997
Ecuador,2024-05-10,Syringe,3,2,India,250000,8525.0,11502.97,165.5,1815,2,15952.83,92.74908356481481,"Between +2° C and + 8° C, must not be frozen",1.4,0.01711036589,2138.79573625
Peru,2024-05-10,Vaccine,601,1,United States of America,250000,187500.0,46816.0,165.5,1815,1,5890.553,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.2,0.017583333,4395.83325
Saint Vincent and the Grenadines,2024-05-10,Vaccine,1302,5,"Korea, Republic of",500,625.0,1164.0,165.5,1815,5,14325.65,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",1.9,0.0351217964250001,3.51217964250001
Ecuador,2024-05-11,Syringe,5,2,China,477000,13356.0,10800.0,165.5,1815,2,15364.41,89.109547428902,"Between +2° C and + 8° C, must not be frozen",1.4,0.01642607305,3917.618422425
Bahamas,2024-05-13,Vaccine,1302,5,"Korea, Republic of",5000,6250.0,1164.0,165.5,1815,5,12617.7,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",3.1,0.0342814499666668,34.2814499666668
El Salvador,2024-05-13,Immunoglobulin,101,1,Denmark,750,12937.5,2570.0,165.5,1815,1,9483.805,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.5,0.0136721298066666,10.25409735499995
Bermuda,2024-05-14,Vaccine,1301,95,France,200,1100.0,580.0,165.5,1815,1,5764.324,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,1.9533334
Brazil,2024-05-14,Vaccine,1701,5,India,50,250.0,650.0,165.5,1815,5,14441.49,94.72486146660049,"Between +2° C and + 8° C, must not be frozen",1.4,0.0286556270266667,0.2865562702666669
Grenada,2024-05-14,Vaccine,601,1,"Korea, Republic of",1000,1150.0,445.416666,165.5,1815,1,14442.14,79.31866579034387,"Between +2° C and + 8° C, must not be frozen",2.7,0.011545455,11.545455
Grenada,2024-05-14,Vaccine,602,1,"Korea, Republic of",2000,1700.0,890.833333,165.5,1815,1,14442.14,79.31866579034387,"Between +2° C and + 8° C, must not be frozen",2.7,0.011545455,23.09091
Grenada,2024-05-14,Vaccine,1302,5,"Korea, Republic of",4200,5250.0,1870.75,165.5,1815,5,14442.14,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",2.7,0.0343870293366668,28.88510464280011
Peru,2024-05-14,Vaccine,601,1,United States of America,250000,187500.0,46816.0,165.5,1815,1,5890.553,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.2,0.017583333,4395.83325
Peru,2024-05-14,Vaccine,101,12,United States of America,500000,90750.0,4550.0,165.5,1815,20,5890.553,697.9433380187965,Should be -20° C or below,3.2,0.023916667,597.9166749999999
Peru,2024-05-14,Vaccine,101,12,United States of America,1000000,181500.0,9100.0,165.5,1815,20,5890.553,697.9433380187965,Should be -20° C or below,3.2,0.023916667,1195.83335
Peru,2024-05-14,Vaccine,602,1,United States of America,230000,126500.0,39936.0,165.5,1815,1,5890.553,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.2,0.017583333,4044.16659
Trinidad and Tobago,2024-05-14,Immunoglobulin,2102,95,Panama,100,3300.0,306.21,165.5,1815,1,1980.939,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",3.4,0.009766667,0.9766667
Trinidad and Tobago,2024-05-14,Vaccine,1404,10,Indonesia,30000,4800.0,6270.0,165.5,1815,10,18648.59,186.71749687499994,"Between +2° C and + 8° C, must not be frozen",3.4,0.0344981911300001,103.4945733900003
Dominica,2024-05-15,Vaccine,1901,10,Brazil,1500,1920.0,2970.0,165.5,1815,10,4610.269,135.79870437547635,"Between +2° C and + 8° C, can also be frozen",3.3,0.03255033306,4.882549959
Dominican Republic,2024-05-15,Vaccine,601,10,United States of America,400000,144000.0,10155.0,165.5,1815,10,2508.955,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",2.6,0.0275833329999999,1103.333319999996
Suriname,2024-05-15,Vaccine,702,1,Panama,4500,47160.0,2000.0,165.5,1815,1,2699.537,47.02391993916666,"Between +2° C and + 8° C, must not be frozen",1.1,0.0084375,37.96875
Trinidad and Tobago,2024-05-15,Vaccine,7405,1,United States of America,10000,11900.0,5250.0,165.5,1815,1,3569.325,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",3.4,0.021,210.0
Trinidad and Tobago,2024-05-15,Vaccine,402,1,United States of America,400,900.0,210.0,165.5,1815,1,3569.325,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.4,0.0139203536799999,5.56814147199996
Brazil,2024-05-16,Vaccine,201,81,"Korea, Republic of",50,100.5,1725.0,165.5,1815,1,18364.51,93.413102547156,"Between +2° C and + 8° C, must not be frozen",1.4,0.0211338336666666,1.0566916833333302
Brazil,2024-05-16,Vaccine,402,1,United States of America,200000,450000.0,45140.0,165.5,1815,1,7694.307,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.4,0.0175212770316667,3504.25540633334
Brazil,2024-05-16,Vaccine,1201,1,Panama,225000,2124000.0,17300.0,165.5,1815,1,5084.887,136.3834714371298,"Between +2° C and + 8° C, must not be frozen",1.4,0.0204130739633332,4592.941641749971
Brazil,2024-05-16,Vaccine,1201,1,Panama,225000,2124000.0,17300.0,165.5,1815,1,5084.887,136.3834714371298,"Between +2° C and + 8° C, must not be frozen",1.4,0.0204130739633332,4592.941641749971
Brazil,2024-05-16,Vaccine,7110,1,France,100000,1929000.0,18288.0,165.5,1815,1,9408.406,134.9874926351192,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209728935199999,2097.2893519999902
Brazil,2024-05-16,Vaccine,1201,1,Panama,200000,1888000.0,15800.0,165.5,1815,1,5084.887,136.3834714371298,"Between +2° C and + 8° C, must not be frozen",1.4,0.0204130739633332,4082.61479266664
Colombia,2024-05-16,Vaccine,8101,1,United States of America,30000,90000.0,8320.0,165.5,1815,1,4021.171,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",1.8,0.0260416670000001,781.250010000003
Colombia,2024-05-16,Vaccine,8101,1,United States of America,88000,264000.0,24128.0,165.5,1815,1,4021.171,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",1.8,0.0260416670000001,2291.666696000009
Costa Rica,2024-05-16,Vaccine,7601,95,Belgium,20000,320000.0,8520.0,165.5,1815,1,9046.46,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",3.9,0.009766667,195.33334
Ecuador,2024-05-16,Vaccine,702,1,Panama,40000,419200.0,6300.0,165.5,1815,1,1028.092,46.83431993916666,"Between +2° C and + 8° C, must not be frozen",1.4,0.0084375,337.5
Trinidad and Tobago,2024-05-16,Vaccine,7405,1,United States of America,15000,17850.0,6480.997624,165.5,1815,1,3569.325,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",3.4,0.021,315.0
Trinidad and Tobago,2024-05-16,Vaccine,402,1,United States of America,550,1237.5,237.636579,165.5,1815,1,3569.325,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.4,0.0136721298066666,7.51967139366663
Trinidad and Tobago,2024-05-16,Vaccine,2101,1,United States of America,1500,13500.0,648.099762,165.5,1815,1,3569.325,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.4,0.0219150264233332,32.8725396349998
Bermuda,2024-05-20,Immunoglobulin,1801,2,"Korea, Republic of",5,600.0,2022.46,165.5,1815,2,12169.14,99.5320718244973,"Between +2° C and + 8° C, must not be frozen",2.0,0.0210607004099999,0.0526517510249997
Panama,2024-05-20,Immunoglobulin,2102,95,Panama,210,6930.0,250.0,165.5,1815,1,103.4505,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.5,0.009766667,2.05100007
Paraguay,2024-05-20,Immunoglobulin,2102,95,Panama,180,5940.0,423.3,165.5,1815,1,4482.149,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.3,0.009766667,1.75800006
Saint Vincent and the Grenadines,2024-05-20,Vaccine,101,12,United States of America,1000,181.5,1018.410256,165.5,1815,20,3308.9,804.5109700558323,Should be -20° C or below,1.9,0.023916667,1.19583335
Saint Vincent and the Grenadines,2024-05-20,Vaccine,1404,10,United States of America,2000,400.0,2036.820512,165.5,1815,10,3308.9,186.73685624999996,"Between +2° C and + 8° C, must not be frozen",1.9,0.0346022988716667,6.92045977433334
Saint Vincent and the Grenadines,2024-05-20,Vaccine,7405,1,United States of America,2200,2618.0,2240.502564,165.5,1815,1,3308.9,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",1.9,0.021,46.2
Saint Vincent and the Grenadines,2024-05-20,Vaccine,601,1,United States of America,1300,975.0,1323.933333,165.5,1815,1,3308.9,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.9,0.017583333,22.8583329
Saint Vincent and the Grenadines,2024-05-20,Vaccine,602,1,United States of America,1300,715.0,1323.933333,165.5,1815,1,3308.9,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.9,0.017583333,22.8583329
Saint Vincent and the Grenadines,2024-05-20,Vaccine,8101,1,United States of America,200,600.0,203.682051,165.5,1815,1,3308.9,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",1.9,0.0260416670000001,5.20833340000002
Suriname,2024-05-20,Syringe,110,0,India,87600,3004.68,7959.549834,165.5,1815,1,13657.92,92.74908356481481,"Between +2° C and + 8° C, must not be frozen",1.1,0.0158457658866667,1388.089091672003
Suriname,2024-05-20,Syringe,3,2,India,82000,2796.2,7450.720165,165.5,1815,2,13657.92,92.74908356481481,"Between +2° C and + 8° C, must not be frozen",1.1,0.0159463971866667,653.8022846533347
Suriname,2024-05-20,Vaccine,1404,10,United States of America,30000,6000.0,2261.0,165.5,1815,10,4309.072,186.75621562499992,"Between +2° C and + 8° C, can also be frozen",1.1,0.0341914100300001,102.57423009000028
Uruguay,2024-05-20,Vaccine,2101,1,United States of America,500,4500.0,1901.0,165.5,1815,1,8617.354,143.99988308250025,"Between +2° C and + 8° C, must not be frozen",2.0,0.0210607004099999,10.53035020499995
Colombia,2024-05-21,Vaccine,1201,1,Panama,20700,195408.0,1800.0,165.5,1815,1,686.1259,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,422.5099976999959
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,386000,9225.4,35661.56,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4616.452120076615
Guatemala,2024-05-21,Syringe,209,0,India,384000,9177.6,35476.98,165.5,1815,1,15042.3,86.88803981481482,"Between +2° C and + 8° C, must not be frozen",3.3,0.0119597205183332,4592.532679039949
Trinidad and Tobago,2024-05-21,Vaccine,1810,1,"Korea, Republic of",8000,79200.0,6182.59,165.5,1815,1,14603.4,96.58992591937823,"Between +2° C and + 8° C, must not be frozen",3.4,0.0218583338066665,174.866670453332
Saint Vincent and the Grenadines,2024-05-22,Immunoglobulin,102,1,Bulgaria,60,253.2,1397.0,165.5,1815,1,8583.063,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",1.9,0.0141543933319999,0.849263599919994
Trinidad and Tobago,2024-05-22,Syringe,3,2,United Arab Emirates,57000,2109.0,4285.0,165.5,1815,2,12059.1,91.73562744925916,"Between +2° C and + 8° C, must not be frozen",3.4,0.01683866138,479.90184933000006
Ecuador,2024-05-23,Immunoglobulin,601,1,Italy,4203,77755.5,2100.0,165.5,1815,1,10117.13,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",1.4,0.0121613185559999,51.114021890867576
Ecuador,2024-05-23,Immunoglobulin,601,1,Italy,5803,107355.5,2200.0,165.5,1815,1,10117.13,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",1.4,0.0128868702289999,74.78250793888643
Bahamas,2024-05-24,Vaccine,1801,1,United States of America,8000,147840.0,4300.0,165.5,1815,1,1770.893,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.1,0.0205819266399999,164.6554131199992
Bermuda,2024-05-24,Vaccine,601,1,United States of America,500,375.0,1529.166666,165.5,1815,1,1248.121,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,8.7916665
Bermuda,2024-05-24,Vaccine,602,1,United States of America,500,275.0,1529.166666,165.5,1815,1,1248.121,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,8.7916665
Bermuda,2024-05-24,Vaccine,2101,1,United States of America,200,1800.0,611.666666,165.5,1815,1,1248.121,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",2.0,0.0210607004099999,4.21214008199998
El Salvador,2024-05-24,Vaccine,2101,95,France,11000,110000.0,18194.0,165.5,1815,1,8984.298,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",3.5,0.009766667,107.433337
Honduras,2024-05-24,Vaccine,502,1,China,42700,298473.0,10693.75,165.5,1815,1,13543.21,89.02640457175916,"Between +2° C and + 8° C, must not be frozen",3.8,0.0166776513,712.13571051
Honduras,2024-05-24,Vaccine,1801,1,"Korea, Republic of",75000,1042500.0,37000.0,165.5,1815,1,13268.34,97.471020598783,"Between +2° C and + 8° C, must not be frozen",3.8,0.0218435513966665,1638.2663547499876
Honduras,2024-05-24,Vaccine,1801,1,"Korea, Republic of",74910,1041249.0,37000.0,165.5,1815,1,13268.34,97.471020598783,"Between +2° C and + 8° C, must not be frozen",3.8,0.0218435513966665,1636.3004351242876
Honduras,2024-05-24,Vaccine,602,1,United States of America,62500,34375.0,23744.0,165.5,1815,1,3234.232,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.8,0.017583333,1098.9583125
Trinidad and Tobago,2024-05-24,Vaccine,1201,1,Panama,8000,75520.0,5000.0,165.5,1815,1,1980.939,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,163.28888799999842
El Salvador,2024-05-27,Vaccine,601,1,United States of America,80000,60000.0,21440.0,165.5,1815,1,3355.771,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.5,0.017583333,1406.66664
El Salvador,2024-05-27,Vaccine,602,1,United States of America,100000,55000.0,26880.0,165.5,1815,1,3355.771,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.5,0.017583333,1758.3333
El Salvador,2024-05-27,Vaccine,1404,10,United States of America,40000,8000.0,3120.0,165.5,1815,10,3355.771,186.73685624999996,"Between +2° C and + 8° C, must not be frozen",3.5,0.0342114973366668,136.84598934666718
El Salvador,2024-05-28,Immunoglobulin,101,1,Denmark,670,11557.5,2197.0,165.5,1815,1,9483.805,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.5,0.0136721298066666,9.160326970466622
Trinidad and Tobago,2024-05-28,Vaccine,7120,10,India,15360,2903.04,1580.0,165.5,1815,10,13808.25,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",3.4,0.0280211808900001,43.04053384704015
Peru,2024-05-29,Vaccine,1801,1,United States of America,100000,1848000.0,16000.0,165.5,1815,1,5890.553,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.2,0.0218179120066665,2181.7912006666497
Trinidad and Tobago,2024-05-29,Vaccine,402,1,United States of America,500,1125.0,228.592321,165.5,1815,1,3569.325,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.4,0.0136721298066666,6.8360649033333
Trinidad and Tobago,2024-05-29,Vaccine,2101,1,United States of America,1100,9900.0,502.903107,165.5,1815,1,3569.325,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.4,0.0219082498033332,24.09907478366652
Bermuda,2024-05-30,Vaccine,7101,1,France,500,5100.0,283.0,165.5,1815,1,5764.324,131.87360017611124,"Between +2° C and + 8° C, must not be frozen",2.0,0.0198663414966666,9.9331707483333
Barbados,2024-05-31,Vaccine,102,10,United States of America,500,181.5,170.69397,165.5,1815,10,3381.507,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",2.6,0.023916667,1.19583335
Barbados,2024-05-31,Vaccine,1404,10,United States of America,15000,3000.0,5120.819112,165.5,1815,10,3381.507,186.75621562499992,"Between +2° C and + 8° C, can also be frozen",2.6,0.0341523438633334,51.2285157950001
Barbados,2024-05-31,Vaccine,7405,1,United States of America,10000,11900.0,3413.879408,165.5,1815,1,3381.507,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",2.6,0.021,210.0
Barbados,2024-05-31,Vaccine,601,1,United States of America,900,675.0,307.249146,165.5,1815,1,3381.507,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.6,0.017583333,15.8249997
Barbados,2024-05-31,Vaccine,601,10,United States of America,500,180.0,170.69397,165.5,1815,10,3381.507,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",2.6,0.0275833329999999,1.379166649999995
Barbados,2024-05-31,Vaccine,2101,1,United States of America,50,450.0,17.069397,165.5,1815,1,3381.507,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",2.6,0.0210607004099999,1.053035020499995
El Salvador,2024-05-31,Vaccine,102,10,United States of America,150000,54450.0,6933.0,165.5,1815,10,3355.771,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",3.5,0.023916667,358.750005
